=== Effect Code Log Started 2026-01-26T07:58:32.772Z ===
[2026-01-26T07:58:32.774Z] [CLI] Starting CLI process
[2026-01-26T07:58:32.807Z] [CLI] Starting distilled CLI | {"config":{"_id":"Option","_tag":"Some","value":"../distilled-cloudflare/distilled.config.ts"},"model":"claude-sonnet"}
[2026-01-26T07:58:34.015Z] [TUI] About to call render()
[2026-01-26T07:58:34.018Z] [TUI] render() returned | {"renderer":"object"}
[2026-01-26T07:58:34.019Z] [TUI] Render factory called
[2026-01-26T07:58:34.019Z] [RegistryProvider] Creating RegistryProvider | {"agentCount":6799}
[2026-01-26T07:58:34.020Z] [RegistryProvider] Registered all agents
[2026-01-26T07:58:34.020Z] [RegistryProvider] Rendering children
[2026-01-26T07:58:34.020Z] [StoreProvider] Creating StoreProvider
[2026-01-26T07:58:34.020Z] [StoreProvider] Creating ManagedRuntime from layer
[2026-01-26T07:58:34.020Z] [StoreProvider] ManagedRuntime created
[2026-01-26T07:58:34.020Z] [StoreProvider] Rendering children
[2026-01-26T07:58:34.020Z] [App] App component initializing
[2026-01-26T07:58:34.020Z] [App] Got terminal dimensions | {"width":80,"height":24}
[2026-01-26T07:58:34.020Z] [App] Got renderer
[2026-01-26T07:58:34.020Z] [App] Got store
[2026-01-26T07:58:34.020Z] [App] Got registry | {"agentCount":6799}
[2026-01-26T07:58:34.020Z] [App] Initial route set to home
[2026-01-26T07:58:34.197Z] [StoreProvider] runFork called
